source,run,model,model_short,served_by,study,mode,temperature,top_p,seed,tag,thinking,reasoning_effort,samples,calls,arms_asked,arms_parsed,parse_rate,spend_usd,wall_clock_s,smoke,bytes_gz,sha256_gz,sha256_jsonl
local_slate,2026-08-31_Gemma4-E4B_broockman_listwise_t050_s1,google/gemma-4-E4B-it,Gemma4-E4B,local vLLM offline engine,broockman,listwise,0.5,0.95,1,,False,,8,336,1376,1376,1.0,0.0,10.8,False,44051,db997e2780a3a229a8fc7fd0c108e629662b89177f81b66f8834815ecf117ea1,0cde3ce5261d8a072ff037ed2fe7bef6918d1ac5ec7a89bc55c361374dea7ef8
local_slate,2026-08-31_Gemma4-E4B_broockman_listwise_t050_s1-rep,google/gemma-4-E4B-it,Gemma4-E4B,local vLLM offline engine,broockman,listwise,0.5,0.95,1,rep,False,,8,336,1376,1376,1.0,0.0,5.4,False,44051,db997e2780a3a229a8fc7fd0c108e629662b89177f81b66f8834815ecf117ea1,0cde3ce5261d8a072ff037ed2fe7bef6918d1ac5ec7a89bc55c361374dea7ef8
local_slate,2026-08-31_Gemma4-E4B_broockman_listwise_t050_s1-think,google/gemma-4-E4B-it,Gemma4-E4B,local vLLM offline engine,broockman,listwise,0.5,0.95,1,think,True,xhigh,8,336,1376,1376,1.0,0.0,120.5,False,43988,02a84361df53b44e8a214f6d18fc33d356fed1bbfcb3da64fe2320b99d1c0d89,6f1e58de980676506d9d26fc8e3f60d26cbd2dc00391d994de5d6f078f955371
local_slate,2026-08-31_Gemma4-E4B_broockman_listwise_t050_s2,google/gemma-4-E4B-it,Gemma4-E4B,local vLLM offline engine,broockman,listwise,0.5,0.95,2,,False,,8,336,1376,1376,1.0,0.0,5.5,False,44048,ca865e3a3e64708495fbd5dd3013ba21b23ec2c1c9e8e59dfa5b76d19942fd35,e8bc121d6e5d3e059ec17835e2938821b85f9d8582258d683706634f13c92a3e
local_slate,2026-08-31_Gemma4-E4B_doell_listwise_t050_s1,google/gemma-4-E4B-it,Gemma4-E4B,local vLLM offline engine,doell,listwise,0.5,0.95,1,,False,,8,16,176,176,1.0,0.0,3.0,False,3059,090c089e61f94e33cdd70ea232b69e3f7a85328179962bb525d395562e494a1c,06e7b9ae15a792ecb01bd976dd3f2504f80f19176885a9c9679a154a0c683a1a
local_slate,2026-08-31_Gemma4-E4B_doell_listwise_t050_s2,google/gemma-4-E4B-it,Gemma4-E4B,local vLLM offline engine,doell,listwise,0.5,0.95,2,,False,,8,16,176,176,1.0,0.0,2.8,False,3139,e72ba4fd6c1b812def53b57e9dc999a624d11bfa7ae0691f13611fa79aea56f8,8d187961a91ff17ceefac2a4fd383e2a11361eebae70a4e0769b6f61ed3d64e1
local_slate,2026-08-31_Gemma4-E4B_voelkel2025_listwise_t050_s1,google/gemma-4-E4B-it,Gemma4-E4B,local vLLM offline engine,voelkel2025,listwise,0.5,0.95,1,,False,,8,32,320,320,1.0,0.0,4.9,False,4346,0f930312088c3b4fe1c92c61823bc819e97bc4022a6087b83f946a220f613fab,113126567f1da83c9c0fbde78888b3e13c2a2f3a6831631e89ddfced4baddd8d
local_slate,2026-08-31_Gemma4-E4B_voelkel2025_listwise_t050_s1-rep,google/gemma-4-E4B-it,Gemma4-E4B,local vLLM offline engine,voelkel2025,listwise,0.5,0.95,1,rep,False,,8,32,320,320,1.0,0.0,4.0,False,4346,0f930312088c3b4fe1c92c61823bc819e97bc4022a6087b83f946a220f613fab,113126567f1da83c9c0fbde78888b3e13c2a2f3a6831631e89ddfced4baddd8d
local_slate,2026-08-31_Gemma4-E4B_voelkel2025_listwise_t050_s1-think,google/gemma-4-E4B-it,Gemma4-E4B,local vLLM offline engine,voelkel2025,listwise,0.5,0.95,1,think,True,xhigh,8,32,320,320,1.0,0.0,29.9,False,4467,ddb42fcb4c3fc136f9b403d268220f5381f4c20e2561c6d7c4fa82cb0e9ad954,d46de7a8dbe79d51d9b790df696ea764a55b82c14b1deeb049b77cfc182217b9
local_slate,2026-08-31_Gemma4-E4B_voelkel2025_listwise_t050_s2,google/gemma-4-E4B-it,Gemma4-E4B,local vLLM offline engine,voelkel2025,listwise,0.5,0.95,2,,False,,8,32,320,320,1.0,0.0,4.0,False,4348,6847d3f1f2943e7bc396ce828fcb9ec4c22cc3f46f3c51efe2c1be43251c14ae,132689870ed7fac76d3adbb645766d199d6d211f9b80f3d6abfb1141cbd2799b
local_slate,2026-08-31_Qwen3.8-27B_broockman_listwise_t050_s1,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,broockman,listwise,0.5,0.95,1,,False,,8,336,1376,1376,1.0,0.0,38.2,False,43884,37a7889f196b51ae01f368afa2497c5d2f1537d0b57c4a9225aefb6c6f69a1c8,7cb74509a0f968d74e38fb61c8904bb9db5f99044c6233a907831ab691d6240e
local_slate,2026-08-31_Qwen3.8-27B_broockman_listwise_t050_s1-rep,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,broockman,listwise,0.5,0.95,1,rep,False,,8,336,1376,1376,1.0,0.0,32.8,False,43831,cdce39214c7f1094c29f1b04b045e2240ccf75ddde671e3a2a5e5cf73e75b7eb,aa7b6397e8a7c9f341e9ee8c9c08993e01cb2a8aff2b2212d6491833dd030a8a
local_slate,2026-08-31_Qwen3.8-27B_broockman_listwise_t050_s1-think,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,broockman,listwise,0.5,0.95,1,think,True,xhigh,8,336,1376,1326,0.9637,0.0,4848.3,False,48525,249400c0b125d1a676783ba085b4da9ceb6f3557654d34a3f7a8709258dd568d,3402f7ee8ddb4a3ccc1afd930586f928197311b5804682311acd47ec07270e57
local_slate,2026-08-31_Qwen3.8-27B_broockman_listwise_t050_s2,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,broockman,listwise,0.5,0.95,2,,False,,8,336,1376,1376,1.0,0.0,33.2,False,44261,07813e8efd84c2a1ea91ac6ac16481a1dd08bd4ba82e9ff84e7a949050f2ae3b,320d8b825305868805504ee0f9e41da7fb046da99f6b23d4857031eb96212755
local_slate,2026-08-31_Qwen3.8-27B_doell_listwise_t050_s1,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,doell,listwise,0.5,0.95,1,,False,,8,16,176,176,1.0,0.0,11.6,False,2973,935b3f3121eb0c52d7a4fc231810974aa15b0e40b9ee6c1bb552aaadc2fa07d3,8adc7e8f87a0d46d65e298750028964e43d9df810962d7d4c862477b36f332c1
local_slate,2026-08-31_Qwen3.8-27B_doell_listwise_t050_s2,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,doell,listwise,0.5,0.95,2,,False,,8,16,176,176,1.0,0.0,11.4,False,2978,9c82fea4dd410bf758b89280c5e6e3dc80091c7ba14df6047c7e4cb784c5d8a8,4dab47e652ebd09a3372dedaee4b0a91e2a9a1c76d5bc8b55f0a398aae622cad
local_slate,2026-08-31_Qwen3.8-27B_voelkel2025_listwise_t050_s1,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,voelkel2025,listwise,0.5,0.95,1,,False,,8,32,320,320,1.0,0.0,19.6,False,4146,09bef0a6cc76458d909fa7e5f89fcda278417e14a6c74aaa51e78ea1437fb495,f9ec4619c0ca1f788f4f17766b0a10bb513c95c5d3b38e80eb29d10202e01a6c
local_slate,2026-08-31_Qwen3.8-27B_voelkel2025_listwise_t050_s1-rep,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,voelkel2025,listwise,0.5,0.95,1,rep,False,,8,32,320,320,1.0,0.0,19.3,False,4139,c6d76a819f383db8b85b95a891f55c9d45639471d024c9f983aa35ac576a27ed,d84bd0d40efc74892a29c5f79fb18a6bb9bd9cd43ceeb1b73b8921796c491373
local_slate,2026-08-31_Qwen3.8-27B_voelkel2025_listwise_t050_s1-think,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,voelkel2025,listwise,0.5,0.95,1,think,True,xhigh,8,32,320,250,0.7812,0.0,1202.4,False,6335,c76f0cd510e6d8d09be782a4608ee96883601e0d0c2e8f4fccb087ede57ea8c7,251504f3f5e64a29bff0cf575c12a57ae226b1abf547033bb434cf1403ea7b68
local_slate,2026-08-31_Qwen3.8-27B_voelkel2025_listwise_t050_s2,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,voelkel2025,listwise,0.5,0.95,2,,False,,8,32,320,320,1.0,0.0,19.3,False,4159,ec607921903ca8a2640fd4c81caff8e7a3afc05eb37d7ec564f60bbe54810d41,558191e12bf84a4ecf9bd6b8ab1ecbcaf3eefbf6f6f47196387e4f2d8c01cfcb
openrouter_qwen,2026-08-30_Qwen3.8-27B-local_broockman_listwise_t00,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,broockman,listwise,0.0,0.95,1,,False,,2,84,344,344,1.0,0.0,8.0,False,28785,4865301b8787b19d1c6b8e5b1d9e7d26c5a9af0d6dde2fa0893f4824140f6618,924044f4ab2becdd0a21d351da85ac332732fe500a096b4c273c293c2aae8180
openrouter_qwen,2026-08-30_Qwen3.8-27B-local_broockman_listwise_t085,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,broockman,listwise,0.85,0.95,1,,False,,8,336,1376,1376,1.0,0.0,29.7,False,44688,b3e1b2ac115263e74066cb59304448ee28166f643d6beeb30f6173b2d2b38e43,34ff0b87f1922d1cca13018c1ea0f00d34a7bdf56a5f4b2a2788fd66ba8237bc
openrouter_qwen,2026-08-30_Qwen3.8-27B-local_broockman_listwise_t085_pop,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,broockman,listwise,0.85,0.95,1,,False,,8,336,1376,1376,1.0,0.0,29.9,False,44724,cce64fb8fe743ea80849342cf0b70beaddee8c4bbfe676f7ccccda773184d9b7,1fd01c25e92809cb5f636c937e8c536490be32dd1e50890b4cd4a4fc5aabc567
openrouter_qwen,2026-08-30_Qwen3.8-27B-local_broockman_listwise_t10,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,broockman,listwise,1.0,0.95,1,,False,,8,336,1376,1370,0.9956,0.0,34.4,False,45640,cace56114762d83918d1b37268c114b97af93e07c33f0ad6c01356928ba08785,b3168aefb30bf2a326cdfec0019ee0fe724c8d529d2d8deffe6ad67a4aabe4fd
openrouter_qwen,2026-08-30_Qwen3.8-27B-local_broockman_pointwise_t10,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,broockman,pointwise,1.0,0.95,1,,False,,8,1376,1376,1376,1.0,0.0,72.0,False,44662,b9fb275995f547ddef85bb175d3b2ecb6c18c97f53315207d3387056322e885b,2a7803a53c22dba511c85df89d98043d1e41404e9af4ec8e6cc293e000605c5f
openrouter_qwen,2026-08-30_Qwen3.8-27B-local_voelkel2025_listwise_t00,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,voelkel2025,listwise,0.0,0.95,1,,False,,2,8,80,80,1.0,0.0,5.6,False,2099,cd3fa39cbb045c046b74286d381b4538639026ae9e502121215f5bfe72d0c9fc,1cfa3395ce7e92fcb019182eb86a4db0d6baf33aeb11af70d3d45494e80036e6
openrouter_qwen,2026-08-30_Qwen3.8-27B-local_voelkel2025_listwise_t085,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,voelkel2025,listwise,0.85,0.95,1,,False,,8,32,320,320,1.0,0.0,19.2,False,4376,0aa07a69dff4c78015cfcef8f06c6164fc4fb0a3fddc1cacf24f2536e478eb10,2d39066ec7ee8f551f1e22078d8453d2624dbda93e5d7068c862747aafc5d8fc
openrouter_qwen,2026-08-30_Qwen3.8-27B-local_voelkel2025_listwise_t085_pop,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,voelkel2025,listwise,0.85,0.95,1,,False,,8,32,320,320,1.0,0.0,19.2,False,4371,36b292bb8fba1730618a183637dfadf61c018336dd69ccb343f05055fc108bbe,096977ce4085ba7411a970d7fe9baa87123616a6411839d158210bfaf60b2ca4
openrouter_qwen,2026-08-30_Qwen3.8-27B-local_voelkel2025_listwise_t10,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,voelkel2025,listwise,1.0,0.95,1,,False,,8,32,320,320,1.0,0.0,19.2,False,4398,f12585a7c5a50264d73be770adf56e93de37316d3363c3a95a968a2647314774,ed75a8136d3993f1c768b4878ccb9241188de4bd1b4ddf7830c062f327e77baa
openrouter_qwen,2026-08-30_Qwen3.8-27B-local_voelkel2025_pointwise_t10,Qwen/Qwen3.8-27B,Qwen3.8-27B,local vLLM offline engine,voelkel2025,pointwise,1.0,0.95,1,,False,,8,320,320,320,1.0,0.0,15.4,False,4430,c2089674ed96cf133d0e7614a082baa3dc53644f4148af5d1f681ee74d264096,1a3c895bb2fffffda72120b64e93c6b1951949d66ebef991a64d5b7354e7a788
openrouter_qwen,2026-08-30_qwen3.8-27b_broockman_listwise_t00,qwen/qwen3.8-27b,qwen3.8-27b,OpenRouter chat/completions,broockman,listwise,0.0,0.95,1,,False,,2,84,344,344,1.0,0.0106,17.3,False,28717,014254012b1cd71dd22fbd33b947ab9c976754e8aaaac93b037a2da06afca3a0,b6b0d97e5927e19318a1b8fd81812592dfae46a511fb5aeb86e00528b0b1bc70
openrouter_qwen,2026-08-30_qwen3.8-27b_broockman_listwise_t05,qwen/qwen3.8-27b,qwen3.8-27b,OpenRouter chat/completions,broockman,listwise,0.5,0.95,1,,False,,8,336,1376,1376,1.0,0.0439,86.8,False,44177,1c09147553db5ddba512c8afab304778205875b5885894c54ead5209fd30b321,da8c731b22368e3bf80b13bfa2cb52bf2d555272e187f2368e6d16fb449d6ad9
openrouter_qwen,2026-08-30_qwen3.8-27b_broockman_listwise_t085,qwen/qwen3.8-27b,qwen3.8-27b,OpenRouter chat/completions,broockman,listwise,0.85,0.95,1,,False,,8,336,1376,1370,0.9956,0.0401,46.1,False,45336,37ba7e1c6ee30ba6a36f9a9da8832408306fb8850ab8a4d8c178fd38dcc32566,4f4026936ddd04aac4135ba72871305d995442c8908b464d9bc4f5ff5ea4b348
openrouter_qwen,2026-08-30_qwen3.8-27b_broockman_listwise_t10,qwen/qwen3.8-27b,qwen3.8-27b,OpenRouter chat/completions,broockman,listwise,1.0,0.95,1,,False,,8,336,1376,1338,0.9724,0.0457,83.9,False,47617,5a7db5081bfd9f2a91cca383e891809b057a2c39751d08e31c0f5cf4495114be,85b609211afac41ed40d0b8baffec3c1a092073f933001312ffd5d8e7a16844d
openrouter_qwen,2026-08-30_qwen3.8-27b_broockman_listwise_t16,qwen/qwen3.8-27b,qwen3.8-27b,OpenRouter chat/completions,broockman,listwise,1.6,0.95,1,,False,,8,336,1376,1198,0.8706,0.0437,113.8,False,55792,500f6146364b3ee22a72d43800567f656588158e5df47d1ad5ae5c677d43463f,117cc1549043e1223f0bb9d236d051b46abad67a9eec08c40baefe7546400d78
openrouter_qwen,2026-08-30_qwen3.8-27b_broockman_pointwise_t10,qwen/qwen3.8-27b,qwen3.8-27b,OpenRouter chat/completions,broockman,pointwise,1.0,0.95,1,,False,,8,1376,1376,1376,1.0,0.1001,162.7,False,44233,a207c6a5ccb68da181a9aff1a364a9674fe2033b1a83c2608b7644e21ef21163,d7427bfdbbbc7cf37cf625f7bf46887ceeaf6048831115213aa31b3a49eb825f
openrouter_qwen,2026-08-30_qwen3.8-27b_voelkel2025_listwise_t00,qwen/qwen3.8-27b,qwen3.8-27b,OpenRouter chat/completions,voelkel2025,listwise,0.0,0.95,1,,False,,2,8,80,80,1.0,0.0062,6.2,False,2096,8519faa0e8f3e50302809e05fa92bd25a2aabab9ec08316d21bc1ba7d5cdcece,8ffe9b71c4d59fbe4448ff3050e54d96eaf6262b3cfab22265f3ab95baf6b282
openrouter_qwen,2026-08-30_qwen3.8-27b_voelkel2025_listwise_t05,qwen/qwen3.8-27b,qwen3.8-27b,OpenRouter chat/completions,voelkel2025,listwise,0.5,0.95,1,,False,,8,32,320,320,1.0,0.0278,22.6,False,4232,f9cfccb433a3f67517220a58feda920e507f1523c42f17b7b431acb4f1ed3fc0,532b1097b29e4c9de79810dfda0c97e5769106ec9f896114a6f64180a041d08f
openrouter_qwen,2026-08-30_qwen3.8-27b_voelkel2025_listwise_t085,qwen/qwen3.8-27b,qwen3.8-27b,OpenRouter chat/completions,voelkel2025,listwise,0.85,0.95,1,,False,,8,32,320,310,0.9688,0.0249,12.2,False,4725,4d7f2212374cc980cf68a7bd612029f2f01892f02bf63cf0243f131679bc8f7f,4a97fcd0db0e5ea090cbd73394ead3b029a7d3d6df3c3760af87f4da98369917
openrouter_qwen,2026-08-30_qwen3.8-27b_voelkel2025_listwise_t10,qwen/qwen3.8-27b,qwen3.8-27b,OpenRouter chat/completions,voelkel2025,listwise,1.0,0.95,1,,False,,8,32,320,310,0.9688,0.028,31.5,False,4783,bc0f5accad45fb643dd6700f7a883f332c7c9d7b2a359a9848b3eb6c407f3140,1467e7c438e8e6bedfda673f44ac230d3497b0c22e800158ad982a83452daeca
openrouter_qwen,2026-08-30_qwen3.8-27b_voelkel2025_listwise_t16,qwen/qwen3.8-27b,qwen3.8-27b,OpenRouter chat/completions,voelkel2025,listwise,1.6,0.95,1,,False,,8,32,320,290,0.9062,0.0283,27.8,False,5846,20fd836aece99a748d786b73f2bc0e20e443f5e6204612cfa1c4e5f930930ff1,b7f027051ce238b44426f35cce137e4ea8e58f0424663074b8bd189c4526da0b
openrouter_qwen,2026-08-30_qwen3.8-27b_voelkel2025_pointwise_t10,qwen/qwen3.8-27b,qwen3.8-27b,OpenRouter chat/completions,voelkel2025,pointwise,1.0,0.95,1,,False,,8,320,320,320,1.0,0.0337,17.2,False,4420,242e19c5703919a1115efc86526f926a465c4dfa90152d978086983b9b87b17a,cad657d5e6cc37be8d22571aeef0ade620d02c42f223a6d272a14173466625d6
openrouter_qwen,2026-08-30_qwen3.8-flash_broockman_listwise_t00,qwen/qwen3.8-flash,qwen3.8-flash,OpenRouter chat/completions,broockman,listwise,0.0,0.95,1,,False,,2,84,344,329,0.9564,0.0054,88.6,False,29133,e4edd27861ef57e27ad7d54296a6fe6e62b9a83bea58bbba56213289d98b0d20,554458a91c898fbaba372126e686fe1fba2b63db3627346b85b3c28cd0642a6f
openrouter_qwen,2026-08-30_qwen3.8-flash_broockman_listwise_t05,qwen/qwen3.8-flash,qwen3.8-flash,OpenRouter chat/completions,broockman,listwise,0.5,0.95,1,,False,,8,336,1376,1372,0.9971,0.0238,131.4,False,45372,3a5926afd9006952ab1bd185f2dcaa384b32cec7038a01464db9ddbcd3431e3e,a3f48664496b2aaf92d3aa1f31c61ad2c1ce75a49ef79cc2c269e7c36f8d8cac
openrouter_qwen,2026-08-30_qwen3.8-flash_broockman_listwise_t085,qwen/qwen3.8-flash,qwen3.8-flash,OpenRouter chat/completions,broockman,listwise,0.85,0.95,1,,False,,8,336,1376,1361,0.9891,0.014,153.2,False,46966,f7200195e3c44eafccfeafd6e1e9e82e5ae4d106ae55662a0da9aec1854df6ee,09a616f717025ba94e58e13daa0a182c2b3a1424698d7526c678350936c9cbb2
openrouter_qwen,2026-08-30_qwen3.8-flash_broockman_listwise_t10,qwen/qwen3.8-flash,qwen3.8-flash,OpenRouter chat/completions,broockman,listwise,1.0,0.95,1,,False,,8,336,1376,1291,0.9382,0.0285,325.5,False,47929,967e4342bd16052f4fbcb71be6a07c66cb8a42fa602ad482c9245fb1f647fe28,53c76d599a8219b4ad9e473e484428e881b09a3a0d4edfdbd22485a8ac600ea9
openrouter_qwen,2026-08-30_qwen3.8-flash_broockman_listwise_t16,qwen/qwen3.8-flash,qwen3.8-flash,OpenRouter chat/completions,broockman,listwise,1.6,0.95,1,,False,,8,336,1376,1090,0.7922,0.0165,162.1,False,58167,6db8327bac03e4784c902975e4cfbfb5442ab7eb210c076866e47508c92aad90,b5c62e092a9e93f9032ad66bc5107cc8994089562b9d05e4df47353c108d4f7a
openrouter_qwen,2026-08-30_qwen3.8-flash_broockman_pointwise_t10,qwen/qwen3.8-flash,qwen3.8-flash,OpenRouter chat/completions,broockman,pointwise,1.0,0.95,1,,False,,8,1376,1376,1274,0.9259,0.0343,1172.7,False,45255,5a26ef9525e5d7d4bfeedb6cad1ec64b99f4f96eb61642841d7a4d937dc874df,aeb73251d5c1703814b7099c07501b9b701faf31734128141d8b76e994aede99
openrouter_qwen,2026-08-30_qwen3.8-flash_voelkel2025_listwise_t00,qwen/qwen3.8-flash,qwen3.8-flash,OpenRouter chat/completions,voelkel2025,listwise,0.0,0.95,1,,False,,2,8,80,80,1.0,0.0049,12.3,False,2214,fb139456aece5dcc6bee2d97e4750f08b903a89705527d5cee9d157508526001,cc808b9464dcc493363119d13ed6bb9f2d20beb10bc4c53f8047e9c12601f1d9
openrouter_qwen,2026-08-30_qwen3.8-flash_voelkel2025_listwise_t05,qwen/qwen3.8-flash,qwen3.8-flash,OpenRouter chat/completions,voelkel2025,listwise,0.5,0.95,1,,False,,8,32,320,300,0.9375,0.0061,34.8,False,5110,deb4a5118dfd8580d7baff10f5c224965c1f8433cbe71feb6ea5ae9961a6cb88,0b692f7c27eb1577953870fd266d80b7d857e91cfa1ad35276854ee97b4d0c2b
openrouter_qwen,2026-08-30_qwen3.8-flash_voelkel2025_listwise_t085,qwen/qwen3.8-flash,qwen3.8-flash,OpenRouter chat/completions,voelkel2025,listwise,0.85,0.95,1,,False,,8,32,320,280,0.875,0.0047,18.1,False,5837,6caf3860ca286a90c8253cdfcc6fc0caebe3ca9257f5b11b2c7f9acacc5d07e2,4d9a93bbfe6cf4b1e9c9d08a507989d02cc90c8e26b15f5e7fd992240c050da9
openrouter_qwen,2026-08-30_qwen3.8-flash_voelkel2025_listwise_t10,qwen/qwen3.8-flash,qwen3.8-flash,OpenRouter chat/completions,voelkel2025,listwise,1.0,0.95,1,,False,,8,32,320,230,0.7188,0.0229,57.0,False,6353,34f51db204e1e16d88f7722a67d283fe385df859b43644de888355d6745eaedd,909398214ee78a27849db41aae0afaa3be78ea6cea1a52606eafe948bd534ea4
openrouter_qwen,2026-08-30_qwen3.8-flash_voelkel2025_listwise_t16,qwen/qwen3.8-flash,qwen3.8-flash,OpenRouter chat/completions,voelkel2025,listwise,1.6,0.95,1,,False,,8,32,320,261,0.8156,0.005,30.0,False,6938,aff72ff53b330e54b158dd31e4c313293a32702bc19d9baea40e1a3df430daa0,3f4b593106af2e7ac50b030ca1724384d7479f398332d56dcd723966c0bb5f75
openrouter_qwen,2026-08-30_qwen3.8-flash_voelkel2025_pointwise_t10,qwen/qwen3.8-flash,qwen3.8-flash,OpenRouter chat/completions,voelkel2025,pointwise,1.0,0.95,1,,False,,8,320,320,306,0.9563,0.0148,266.1,False,4838,e34eec703945bb5d124d52c7f00292b696563851a57a47ee2cf64a0096539d9d,520520577a648ac420d3ab9fd53332dfcc6fadc4bf9791fc9248d216c0d2392c
openrouter_glm_deepseek,2026-08-31_deepseek-v4-flash-think_broockman_listwise_t05,deepseek/deepseek-v4-flash,deepseek-v4-flash,OpenRouter chat/completions,broockman,listwise,0.5,0.95,1,,True,,8,336,1376,1349,0.9804,0.1047,579.6,False,44263,8c2e70f6fc6091d6c79b5aa569193ac36e29c45dd3dd6022a6e8c43eeb01289b,580a2fdc87ceb95c7b5d166e22eb4edf1f9d99f90c6932ea043f918d50c5f068
